case_id,language,similarity_category,expected_similarity_min,expected_similarity_max,llm_model,llm_provider,response_time_seconds,classified_similarity_percent,expected_similarity_percent,coincidence,true_positive,true_negative,false_positive,false_negative,accuracy_percent,sensitivity_percent,specificity_percent,justif_clarity_1to5,justif_technical_terminology_1to5,justif_logical_structure_1to5,coverage_lexical_0or1,coverage_structural_0or1,coverage_functional_0or1,coverage_style_0or1,consistency_score_justif_1to5,consistency_internal_logic_1to5,qualitative_observations,evaluation_date,evaluator,env_internet,env_cpu,env_ram,env_os
CASE_CODE_CS_020,C#,different,0,20,Gemini 2.5 Pro,Google,29.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_020,C#,different,0,20,DeepSeek-V3,DeepSeek,26.0,25,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_021,C#,identical,100,100,Claude Opus 4.1,Anthropic,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_021,C#,identical,100,100,GPT-5,OpenAI,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_021,C#,identical,100,100,Gemini 2.5 Pro,Google,23.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_021,C#,identical,100,100,DeepSeek-V3,DeepSeek,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_022,C#,functional,70,90,Claude Opus 4.1,Anthropic,29.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Similitud por debajo de lo esperado,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_022,C#,functional,70,90,GPT-5,OpenAI,30.0,78,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_022,C#,functional,70,90,Gemini 2.5 Pro,Google,28.0,70,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_022,C#,functional,70,90,DeepSeek-V3,DeepSeek,25.0,82,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_023,C#,structural,40,60,Claude Opus 4.1,Anthropic,29.0,38,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por debajo de lo esperado,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_023,C#,structural,40,60,GPT-5,OpenAI,22.0,42,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_023,C#,structural,40,60,Gemini 2.5 Pro,Google,33.0,38,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por debajo de lo esperado,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_023,C#,structural,40,60,DeepSeek-V3,DeepSeek,28.0,35,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-02,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_024,C#,different,0,20,Claude Opus 4.1,Anthropic,29.0,28,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_024,C#,different,0,20,GPT-5,OpenAI,26.0,35,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima de lo esperado,2025-09-09,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_024,C#,different,0,20,Gemini 2.5 Pro,Google,28.0,32,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima de lo esperado,2025-09-09,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_024,C#,different,0,20,DeepSeek-V3,DeepSeek,26.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,95.42,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_025,C#,identical,100,100,Claude Opus 4.1,Anthropic,17.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_025,C#,identical,100,100,GPT-5,OpenAI,34.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_025,C#,identical,100,100,Gemini 2.5 Pro,Google,24.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_025,C#,identical,100,100,DeepSeek-V3,DeepSeek,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_026,C#,functional,70,90,Claude Opus 4.1,Anthropic,22.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_026,C#,functional,70,90,GPT-5,OpenAI,19.0,78,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_026,C#,functional,70,90,Gemini 2.5 Pro,Google,35.0,63,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por debajo de lo esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_026,C#,functional,70,90,DeepSeek-V3,DeepSeek,29.0,82,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_027,C#,structural,40,60,Claude Opus 4.1,Anthropic,18.0,81,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_027,C#,structural,40,60,GPT-5,OpenAI,22.0,90,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_027,C#,structural,40,60,Gemini 2.5 Pro,Google,33.0,77,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_027,C#,structural,40,60,DeepSeek-V3,DeepSeek,27.0,75,60-40,0,1,0,0,0,100.0,100.0,,,,,1,1,1,1,4,5,"Porcentaje de similitud por encima del esperado, Justificaciones pobres",2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_028,C#,different,0,20,Claude Opus 4.1,Anthropic,21.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_028,C#,different,0,20,GPT-5,OpenAI,21.0,25,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_028,C#,different,0,20,Gemini 2.5 Pro,Google,32.0,14,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_028,C#,different,0,20,DeepSeek-V3,DeepSeek,27.0,15,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_029,C#,identical,100,100,Claude Opus 4.1,Anthropic,18.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_029,C#,identical,100,100,GPT-5,OpenAI,13.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_029,C#,identical,100,100,Gemini 2.5 Pro,Google,19.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_029,C#,identical,100,100,DeepSeek-V3,DeepSeek,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_030,C#,functional,70,90,Claude Opus 4.1,Anthropic,23.0,76,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_030,C#,functional,70,90,GPT-5,OpenAI,20.0,63,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por debajo de lo esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_030,C#,functional,70,90,Gemini 2.5 Pro,Google,25.0,76,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_030,C#,functional,70,90,DeepSeek-V3,DeepSeek,26.0,75,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificación poco detallada,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_031,C#,structural,40,60,Claude Opus 4.1,Anthropic,16.0,88,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud obtenido por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_031,C#,structural,40,60,GPT-5,OpenAI,17.0,93,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud obtenido por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_031,C#,structural,40,60,Gemini 2.5 Pro,Google,28.0,93,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud obtenido por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_031,C#,structural,40,60,DeepSeek-V3,DeepSeek,29.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud obtenido por encima del esperado,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_032,C#,different,0,20,Claude Opus 4.1,Anthropic,21.0,28,30-0,1,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_032,C#,different,0,20,GPT-5,OpenAI,20.0,25,30-0,1,1,0,0,0,1.0,0.0,0.0,4,5,5,1,1,1,1,4,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_032,C#,different,0,20,Gemini 2.5 Pro,Google,31.0,27,30-0,1,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_032,C#,different,0,20,DeepSeek-V3,DeepSeek,28.0,15,30-0,1,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,,2025-09-03,Rafael Navas,95.05,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_033,C#,identical,100,100,Claude Opus 4.1,Anthropic,15.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_033,C#,identical,100,100,GPT-5,OpenAI,16.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_033,C#,identical,100,100,Gemini 2.5 Pro,Google,24.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_033,C#,identical,100,100,DeepSeek-V3,DeepSeek,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_034,C#,functional,70,90,Claude Opus 4.1,Anthropic,16.0,76,90-70,1,1,0,0,0,100.0,100.0,,4,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_034,C#,functional,70,90,GPT-5,OpenAI,30.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_034,C#,functional,70,90,Gemini 2.5 Pro,Google,29.0,81,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_034,C#,functional,70,90,DeepSeek-V3,DeepSeek,27.0,85,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,"Justificaciones pobres, poco especificas",2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_035,C#,structural,40,60,Claude Opus 4.1,Anthropic,20.0,85,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_035,C#,structural,40,60,GPT-5,OpenAI,21.0,95,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_035,C#,structural,40,60,Gemini 2.5 Pro,Google,31.0,93,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_035,C#,structural,40,60,DeepSeek-V3,DeepSeek,24.0,80,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima del esperado,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_036,C#,different,0,20,Claude Opus 4.1,Anthropic,14.0,19,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,"Justificaciones pobres, falta especificación",2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_036,C#,different,0,20,GPT-5,OpenAI,32.0,32,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_036,C#,different,0,20,Gemini 2.5 Pro,Google,25.0,30,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_036,C#,different,0,20,DeepSeek-V3,DeepSeek,29.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,"Justificaciones pobres, falta especificación",2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_037,C#,identical,100,100,Claude Opus 4.1,Anthropic,16.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_037,C#,identical,100,100,GPT-5,OpenAI,39.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_037,C#,identical,100,100,Gemini 2.5 Pro,Google,23.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,"Justificaciones pobres, falta más especificidad",2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_037,C#,identical,100,100,DeepSeek-V3,DeepSeek,19.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,"Justificaciones pobres, falta más especificidad",2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_038,C#,functional,70,90,Claude Opus 4.1,Anthropic,19.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_038,C#,functional,70,90,GPT-5,OpenAI,22.0,65,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_038,C#,functional,70,90,Gemini 2.5 Pro,Google,27.0,51,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_038,C#,functional,70,90,DeepSeek-V3,DeepSeek,26.0,70,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Falta más especificidad,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_039,C#,structural,40,60,Claude Opus 4.1,Anthropic,22.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_039,C#,structural,40,60,GPT-5,OpenAI,23.0,94,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_039,C#,structural,40,60,Gemini 2.5 Pro,Google,28.0,94,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_039,C#,structural,40,60,DeepSeek-V3,DeepSeek,25.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Faltan justificaciones mas especificas,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_040,C#,different,0,20,Claude Opus 4.1,Anthropic,18.0,14,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_040,C#,different,0,20,GPT-5,OpenAI,22.0,32,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
