case_id,language,similarity_category,expected_similarity_min,expected_similarity_max,llm_model,llm_provider,response_time_seconds,classified_similarity_percent,expected_similarity_percent,coincidence,true_positive,true_negative,false_positive,false_negative,accuracy_percent,sensitivity_percent,specificity_percent,justif_clarity_1to5,justif_technical_terminology_1to5,justif_logical_structure_1to5,coverage_lexical_0or1,coverage_structural_0or1,coverage_functional_0or1,coverage_style_0or1,consistency_score_justif_1to5,consistency_internal_logic_1to5,qualitative_observations,evaluation_date,evaluator,env_internet,env_cpu,env_ram,env_os
CASE_CODE_CS_040,C#,different,0,20,Gemini 2.5 Pro,Google,30.0,17,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_040,C#,different,0,20,DeepSeek-V3,DeepSeek,24.0,15,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-04,Rafael Navas,94.92,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_041,C#,identical,100,100,Claude Opus 4.1,Anthropic,18.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_041,C#,identical,100,100,GPT-5,OpenAI,13.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_041,C#,identical,100,100,Gemini 2.5 Pro,Google,24.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_041,C#,identical,100,100,DeepSeek-V3,DeepSeek,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_042,C#,functional,70,90,Claude Opus 4.1,Anthropic,12.0,72,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_042,C#,functional,70,90,GPT-5,OpenAI,16.0,77,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_042,C#,functional,70,90,Gemini 2.5 Pro,Google,32.0,70,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_042,C#,functional,70,90,DeepSeek-V3,DeepSeek,24.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_043,C#,structural,40,60,Claude Opus 4.1,Anthropic,17.0,82,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_043,C#,structural,40,60,GPT-5,OpenAI,21.0,74,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_043,C#,structural,40,60,Gemini 2.5 Pro,Google,33.0,53,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_043,C#,structural,40,60,DeepSeek-V3,DeepSeek,23.0,57,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_044,C#,different,0,20,Claude Opus 4.1,Anthropic,22.0,28,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_044,C#,different,0,20,GPT-5,OpenAI,28.0,29,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_044,C#,different,0,20,Gemini 2.5 Pro,Google,27.0,18,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_044,C#,different,0,20,DeepSeek-V3,DeepSeek,23.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_045,C#,identical,100,100,Claude Opus 4.1,Anthropic,18.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_045,C#,identical,100,100,GPT-5,OpenAI,23.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_045,C#,identical,100,100,Gemini 2.5 Pro,Google,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_045,C#,identical,100,100,DeepSeek-V3,DeepSeek,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_046,C#,functional,70,90,Claude Opus 4.1,Anthropic,20.0,78,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_046,C#,functional,70,90,GPT-5,OpenAI,17.0,87,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_046,C#,functional,70,90,Gemini 2.5 Pro,Google,32.0,82,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_046,C#,functional,70,90,DeepSeek-V3,DeepSeek,26.0,85,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_047,C#,structural,40,60,Claude Opus 4.1,Anthropic,19.0,84,60-40,0,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_047,C#,structural,40,60,GPT-5,OpenAI,22.0,90,60-40,0,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_047,C#,structural,40,60,Gemini 2.5 Pro,Google,26.0,92,60-40,0,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_047,C#,structural,40,60,DeepSeek-V3,DeepSeek,27.0,78,60-40,0,1,0,0,0,1.0,0.0,0.0,5,5,5,1,1,1,1,4,5,"Porcentaje de similitud por encima del esperado, Justificaciones poco especificas",2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_048,C#,different,0,20,Claude Opus 4.1,Anthropic,15.0,30,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_048,C#,different,0,20,GPT-5,OpenAI,27.0,35,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_048,C#,different,0,20,Gemini 2.5 Pro,Google,33.0,25,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_048,C#,different,0,20,DeepSeek-V3,DeepSeek,35.0,22,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-05,Rafael Navas,94.85,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_049,C#,identical,100,100,Claude Opus 4.1,Anthropic,16.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_049,C#,identical,100,100,GPT-5,OpenAI,16.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_049,C#,identical,100,100,Gemini 2.5 Pro,Google,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_049,C#,identical,100,100,DeepSeek-V3,DeepSeek,17.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_050,C#,functional,70,90,Claude Opus 4.1,Anthropic,18.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_050,C#,functional,70,90,GPT-5,OpenAI,19.0,76,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_050,C#,functional,70,90,Gemini 2.5 Pro,Google,32.0,71,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_050,C#,functional,70,90,DeepSeek-V3,DeepSeek,24.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_051,C#,structural,40,60,Claude Opus 4.1,Anthropic,22.0,58,60-40,1,1,0,0,0,100.0,100.0,,,,,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_051,C#,structural,40,60,GPT-5,OpenAI,21.0,67,60-40,0,1,0,0,0,100.0,100.0,,,,,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_051,C#,structural,40,60,Gemini 2.5 Pro,Google,25.0,63,60-40,0,1,0,0,0,100.0,100.0,,,,,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_051,C#,structural,40,60,DeepSeek-V3,DeepSeek,22.0,55,60-40,1,1,0,0,0,100.0,100.0,,,,,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_052,C#,different,0,20,Claude Opus 4.1,Anthropic,17.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_052,C#,different,0,20,GPT-5,OpenAI,23.0,25,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_052,C#,different,0,20,Gemini 2.5 Pro,Google,23.0,14,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_052,C#,different,0,20,DeepSeek-V3,DeepSeek,26.0,15,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_053,C#,identical,100,100,Claude Opus 4.1,Anthropic,14.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_053,C#,identical,100,100,GPT-5,OpenAI,15.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_053,C#,identical,100,100,Gemini 2.5 Pro,Google,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_053,C#,identical,100,100,DeepSeek-V3,DeepSeek,20.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_054,C#,functional,70,90,Claude Opus 4.1,Anthropic,19.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_054,C#,functional,70,90,GPT-5,OpenAI,23.0,82,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_054,C#,functional,70,90,Gemini 2.5 Pro,Google,29.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_054,C#,functional,70,90,DeepSeek-V3,DeepSeek,25.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_055,C#,structural,40,60,Claude Opus 4.1,Anthropic,18.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_055,C#,structural,40,60,GPT-5,OpenAI,24.0,87,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_055,C#,structural,40,60,Gemini 2.5 Pro,Google,28.0,86,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_055,C#,structural,40,60,DeepSeek-V3,DeepSeek,28.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_056,C#,different,0,20,Claude Opus 4.1,Anthropic,22.0,18,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_056,C#,different,0,20,GPT-5,OpenAI,23.0,33,30-0,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_056,C#,different,0,20,Gemini 2.5 Pro,Google,29.0,23,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_056,C#,different,0,20,DeepSeek-V3,DeepSeek,27.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-06,Rafael Navas,94.73,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_057,C#,identical,100,100,Claude Opus 4.1,Anthropic,14.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_057,C#,identical,100,100,GPT-5,OpenAI,20.0,100,100,1,1,0,0,0,100.0,100.0,,4,5,5,1,1,1,1,4,4,Justificaciones ligeramente difíciles de entender,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_057,C#,identical,100,100,Gemini 2.5 Pro,Google,20.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_057,C#,identical,100,100,DeepSeek-V3,DeepSeek,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones un poco pobres,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_058,C#,functional,70,90,Claude Opus 4.1,Anthropic,17.0,76,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_058,C#,functional,70,90,GPT-5,OpenAI,26.0,79,90-70,1,1,0,0,0,100.0,100.0,,4,5,5,1,1,1,1,5,5,Justificación de similitud general poco clara,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_058,C#,functional,70,90,Gemini 2.5 Pro,Google,27.0,80,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_058,C#,functional,70,90,DeepSeek-V3,DeepSeek,25.0,78,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_059,C#,structural,40,60,Claude Opus 4.1,Anthropic,15.0,91,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima de lo esperado,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_059,C#,structural,40,60,GPT-5,OpenAI,25.0,88,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima de lo esperado,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_059,C#,structural,40,60,Gemini 2.5 Pro,Google,28.0,94,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima de lo esperado,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_059,C#,structural,40,60,DeepSeek-V3,DeepSeek,27.0,90,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima de lo esperado,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_060,C#,different,0,20,Claude Opus 4.1,Anthropic,21.0,18,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_060,C#,different,0,20,GPT-5,OpenAI,31.0,26,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,4,Justificación de similitud general poco especifica,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_CS_060,C#,different,0,20,Gemini 2.5 Pro,Google,27.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
