case_id,language,similarity_category,expected_similarity_min,expected_similarity_max,llm_model,llm_provider,response_time_seconds,classified_similarity_percent,expected_similarity_percent,coincidence,true_positive,true_negative,false_positive,false_negative,accuracy_percent,sensitivity_percent,specificity_percent,justif_clarity_1to5,justif_technical_terminology_1to5,justif_logical_structure_1to5,coverage_lexical_0or1,coverage_structural_0or1,coverage_functional_0or1,coverage_style_0or1,consistency_score_justif_1to5,consistency_internal_logic_1to5,qualitative_observations,evaluation_date,evaluator,env_internet,env_cpu,env_ram,env_os
CASE_CODE_CS_060,C#,different,0,20,DeepSeek-V3,DeepSeek,26.0,15,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,,2025-09-07,Rafael Navas,94.97,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_001,Java,identical,100,100,Claude Opus 4.1,Anthropic,17.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_001,Java,identical,100,100,GPT-5,OpenAI,13.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_001,Java,identical,100,100,Gemini 2.5 Pro,Google,18.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_001,Java,identical,100,100,DeepSeek-V3,DeepSeek,15.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones un poco pobres,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_002,Java,functional,70,90,Claude Opus 4.1,Anthropic,17.0,66,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_002,Java,functional,70,90,GPT-5,OpenAI,19.0,79,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_002,Java,functional,70,90,Gemini 2.5 Pro,Google,22.0,58,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_002,Java,functional,70,90,DeepSeek-V3,DeepSeek,24.0,65,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_003,Java,structural,40,60,Claude Opus 4.1,Anthropic,19.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_003,Java,structural,40,60,GPT-5,OpenAI,23.0,93,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_003,Java,structural,40,60,Gemini 2.5 Pro,Google,29.0,90,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_003,Java,structural,40,60,DeepSeek-V3,DeepSeek,22.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_004,Java,different,0,20,Claude Opus 4.1,Anthropic,26.0,11,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_004,Java,different,0,20,GPT-5,OpenAI,26.0,23,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_004,Java,different,0,20,Gemini 2.5 Pro,Google,26.0,10,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_004,Java,different,0,20,DeepSeek-V3,DeepSeek,19.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_005,Java,identical,100,100,Claude Opus 4.1,Anthropic,12.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_005,Java,identical,100,100,GPT-5,OpenAI,14.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_005,Java,identical,100,100,Gemini 2.5 Pro,Google,15.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_005,Java,identical,100,100,DeepSeek-V3,DeepSeek,21.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_006,Java,functional,70,90,Claude Opus 4.1,Anthropic,28.0,57,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_006,Java,functional,70,90,GPT-5,OpenAI,21.0,71,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_006,Java,functional,70,90,Gemini 2.5 Pro,Google,20.0,59,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_006,Java,functional,70,90,DeepSeek-V3,DeepSeek,24.0,65,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_007,Java,structural,40,60,Claude Opus 4.1,Anthropic,25.0,56,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_007,Java,structural,40,60,GPT-5,OpenAI,26.0,76,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_007,Java,structural,40,60,Gemini 2.5 Pro,Google,28.0,60,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_007,Java,structural,40,60,DeepSeek-V3,DeepSeek,25.0,70,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Porcentaje de similitud por encima del esperado,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_008,Java,different,0,20,Claude Opus 4.1,Anthropic,20.0,8,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_008,Java,different,0,20,GPT-5,OpenAI,21.0,23,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_008,Java,different,0,20,Gemini 2.5 Pro,Google,24.0,8,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_008,Java,different,0,20,DeepSeek-V3,DeepSeek,26.0,15,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-08,Rafael Navas,94.94,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_009,Java,identical,100,100,Claude Opus 4.1,Anthropic,22.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_009,Java,identical,100,100,GPT-5,OpenAI,20.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_009,Java,identical,100,100,Gemini 2.5 Pro,Google,20.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_009,Java,identical,100,100,DeepSeek-V3,DeepSeek,17.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,3,5,Justificaciones insuficientes,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_010,Java,functional,70,90,Claude Opus 4.1,Anthropic,24.0,57,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_010,Java,functional,70,90,GPT-5,OpenAI,24.0,69,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_010,Java,functional,70,90,Gemini 2.5 Pro,Google,25.0,57,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_010,Java,functional,70,90,DeepSeek-V3,DeepSeek,25.0,65,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones un poco pobres,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_011,Java,structural,40,60,Claude Opus 4.1,Anthropic,21.0,89,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Justificaciones por encima de lo esperado,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_011,Java,structural,40,60,GPT-5,OpenAI,26.0,92,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Justificaciones por encima de lo esperado,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_011,Java,structural,40,60,Gemini 2.5 Pro,Google,22.0,95,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Justificaciones por encima de lo esperado,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_011,Java,structural,40,60,DeepSeek-V3,DeepSeek,24.0,85,60-40,0,1,0,0,0,100.0,100.0,,5,4,5,1,1,1,1,,,"Justificaciones por encima de lo esperado, Justificaciones poco especificas",2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_012,Java,different,0,20,Claude Opus 4.1,Anthropic,23.0,8,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_012,Java,different,0,20,GPT-5,OpenAI,26.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_012,Java,different,0,20,Gemini 2.5 Pro,Google,27.0,9,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_012,Java,different,0,20,DeepSeek-V3,DeepSeek,20.0,5,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_013,Java,identical,100,100,Claude Opus 4.1,Anthropic,26.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_013,Java,identical,100,100,GPT-5,OpenAI,22.0,100,100,1,1,0,0,0,100.0,100.0,,,,,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_013,Java,identical,100,100,Gemini 2.5 Pro,Google,22.0,100,100,1,1,0,0,0,100.0,100.0,,,,,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_013,Java,identical,100,100,DeepSeek-V3,DeepSeek,18.0,100,100,1,1,0,0,0,100.0,100.0,,,,,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_014,Java,functional,70,90,Claude Opus 4.1,Anthropic,16.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_014,Java,functional,70,90,GPT-5,OpenAI,48.0,76,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_014,Java,functional,70,90,Gemini 2.5 Pro,Google,29.0,63,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_014,Java,functional,70,90,DeepSeek-V3,DeepSeek,25.0,65,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_015,Java,structural,40,60,Claude Opus 4.1,Anthropic,24.0,44,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_015,Java,structural,40,60,GPT-5,OpenAI,40.0,73,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_015,Java,structural,40,60,Gemini 2.5 Pro,Google,24.0,53,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_015,Java,structural,40,60,DeepSeek-V3,DeepSeek,23.0,45,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_016,Java,different,0,20,Claude Opus 4.1,Anthropic,16.0,8,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_016,Java,different,0,20,GPT-5,OpenAI,31.0,20,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_016,Java,different,0,20,Gemini 2.5 Pro,Google,27.0,11,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_016,Java,different,0,20,DeepSeek-V3,DeepSeek,22.0,10,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones pobres,2025-09-09,Rafael Navas,94.60,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_017,Java,identical,100,100,Claude Opus 4.1,Anthropic,14.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_017,Java,identical,100,100,GPT-5,OpenAI,18.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_017,Java,identical,100,100,Gemini 2.5 Pro,Google,20.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_017,Java,identical,100,100,DeepSeek-V3,DeepSeek,17.0,100,100,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_018,Java,functional,70,90,Claude Opus 4.1,Anthropic,18.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_018,Java,functional,70,90,GPT-5,OpenAI,23.0,85,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_018,Java,functional,70,90,Gemini 2.5 Pro,Google,21.0,68,90-70,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_018,Java,functional,70,90,DeepSeek-V3,DeepSeek,21.0,70,90-70,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,Justificaciones poco especificas,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_019,Java,structural,40,60,Claude Opus 4.1,Anthropic,22.0,48,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_019,Java,structural,40,60,GPT-5,OpenAI,31.0,65,60-40,0,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_019,Java,structural,40,60,Gemini 2.5 Pro,Google,25.0,58,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_019,Java,structural,40,60,DeepSeek-V3,DeepSeek,23.0,60,60-40,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_020,Java,different,0,20,Claude Opus 4.1,Anthropic,18.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_020,Java,different,0,20,GPT-5,OpenAI,22.0,18,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_020,Java,different,0,20,Gemini 2.5 Pro,Google,30.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,5,5,,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
CASE_CODE_JAVA_020,Java,different,0,20,DeepSeek-V3,DeepSeek,21.0,12,30-0,1,1,0,0,0,100.0,100.0,,5,5,5,1,1,1,1,4,5,Justificaciones poco especificas,2025-09-10,Rafael Navas,94.77,Intel Corei5-10400,16 Gb,Windows 11 Pro
